Age,Salary
21,25000
21,25000
21,25000
21,25000
21,25000
21,25000
21,25000
21,25000
21,25000
21,25000
21,25000
21,25000
21,25000
21,25000
21,25000
21,25000
21,25000
21,25000
22,25000
22,25000
22,25000
22,25000
22,25000
22,25000
22,25000
22,25000
22,25000
22,40000
22,51832
22,51832
23,35000
23,51831
23,52831
23,52831
23,52831
23,32000
23,32000
23,32000
23,35000
23,35000
23,40000
23,40000
23,50000
23,50000
23,50000
23,50000
23,50000
23,50000
23,50000
23,50000
23,50000
23,50000
23,50000
23,50000
23,50000
23,50000
23,50000
23,50000
23,50000
23,50000
23,50000
23,50000
23,50000
23,50000
23,50000
23,50000
23,50000
23,55000
23,55000
23,55000
23,25000
23,25000
23,25000
23,25000
23,35000
23,52807
23,52807
23,52807
23,62807
24,125000
24,40000
24,40000
24,40000
24,35000
24,40000
24,40000
24,40000
24,40000
24,40000
24,40000
24,40000
24,40000
24,45000
24,51265
24,51265
24,55000
24,55000
24,55000
24,60000
24,60000
24,60000
24,60000
24,61095
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,55000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,25000
24,30000
24,30000
24,30000
24,30000
24,30000
24,30000
24,30000
24,30000
24,30000
24,30000
24,30000
24,30000
24,30000
24,30000
24,30000
24,30000
24,30000
24,30000
24,30000
24,32000
24,32000
24,32000
24,32000
24,35000
24,52731
24,52731
24,60000
24,60000
25,35000
25,90000
25,90000
25,90000
25,90000
25,90000
25,100000
25,100000
25,100000
25,100000
25,100000
25,100000
25,100000
25,100000
25,100000
25,100000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,110000
25,40000
25,550
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,40000
25,40000
25,55000
25,55000
25,55000
25,55000
25,55000
25,55000
25,55000
25,55000
25,55000
25,55000
25,55000
25,55000
25,55000
25,55000
25,55000
25,47000
25,55000
25,65000
25,65000
25,65000
25,65000
25,65000
25,65000
25,65000
25,65000
25,65000
25,65000
25,65000
25,65000
25,65000
25,65000
25,65000
25,65000
25,65000
25,25000
25,25000
25,25000
25,25000
25,25000
25,30000
25,30000
25,30000
25,30000
25,32000
25,32000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,35000
25,100000
25,100000
25,100000
25,100000
25,100000
25,100000
25,100000
25,100000
25,100000
25,100000
25,100000
25,100000
25,100000
25,100000
25,40000
25,32000
25,32000
25,32000
25,32000
25,32000
25,32000
25,32000
25,32000
25,32000
25,32000
25,40000
25,60000
25,60000
25,60000
25,60000
25,60000
25,60000
25,60000
25,60000
25,60000
25,60000
25,60000
25,60000
25,60000
25,60000
25,60000
25,60000
25,60000
25,60000
25,60000
25,60000
25,60000
25,60000
25,60000
25,60000
25,60000
25,75000
25,50000
26,40000
26,45000
26,100000
26,100000
26,100000
26,100000
26,100000
26,120000
26,130000
26,130000
26,130000
26,130000
26,32000
26,32000
26,35000
26,35000
26,35000
26,35000
26,35000
26,35000
26,35000
26,35000
26,35000
26,35000
26,35000
26,45000
26,45000
26,45000
26,45000
26,45000
26,45000
26,45000
26,45000
26,45000
26,45000
26,45000
26,45000
26,45000
26,45000
26,35000
26,35000
26,35000
26,35000
26,35000
26,35000
26,35000
26,35000
26,40000
26,40000
26,42000
26,42000
26,42000
26,42000
26,45000
26,45000
26,45000
26,45000
26,45000
26,45000
26,45000
26,45000
26,45000
26,45000
26,50000
26,50000
26,50000
26,50000
26,50000
26,50000
26,65000
26,55000
26,55000
26,55000
26,55000
26,55000
26,55000
26,55000
26,55000
26,55000
26,55000
26,60000
26,60000
26,100000
26,35000
26,35000
26,35000
26,35000
26,35000
26,35000
26,35000
26,35000
26,35000
26,35000
26,35000
26,45000
26,45000
26,120000
26,120000
26,120000
26,120000
26,55000
26,55000
26,55000
26,55000
26,55000
26,55000
26,40000
26,55000
26,55000
26,65840
26,65840
26,65840
26,65840
26,70000
26,75000
26,50000
26,50000
26,50000
26,50000
26,50000
26,50000
26,50000
26,72649
26,73218
26,73218
26,73218
26,90000
26,90000
26,76898
27,110000
27,130000
27,140000
27,140000
27,140000
27,150000
27,150000
27,150000
27,150000
27,150000
27,150000
27,150000
27,150000
27,150000
27,120000
27,125000
27,125000
27,125000
27,125000
27,35000
27,45000
27,36000
27,36000
27,36000
27,36000
27,36000
27,36000
27,36000
27,36000
27,42000
27,42000
27,47000
27,48000
27,48000
27,48000
27,48000
27,48000
27,48000
27,48000
27,48000
27,48000
27,48000
27,48000
27,48000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,65000
27,45000
27,45000
27,55000
27,55000
27,55000
27,55000
27,55000
27,61000
27,61000
27,61000
27,61000
27,61000
27,61000
27,61000
27,61000
27,65000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,80000
27,80000
27,73895
27,73895
27,30000
27,30000
27,32000
27,32000
27,32000
27,32000
27,32000
27,32000
27,32000
27,32000
27,40000
27,45000
27,50000
27,65000
27,150000
27,42000
27,42000
27,50000
27,65000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,70000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,50000
27,60000
27,95000
27,100000
27,100000
27,100000
27,100000
27,100000
27,100000
27,100000
27,100000
27,180000
27,70000
27,70000
27,73938
27,73938
27,75969
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,80000
27,83577
27,78354
27,78354
27,80000
27,80000
27,55000
28,35000
28,40000
28,45000
28,125000
28,150000
28,150000
28,150000
28,150000
28,150000
28,150000
28,150000
28,150000
28,150000
28,150000
28,150000
28,150000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,160000
28,36000
28,36000
28,36000
28,36000
28,36000
28,36000
28,36000
28,36000
28,37000
28,37000
28,37000
28,37000
28,37000
28,37000
28,37000
28,37000
28,40000
28,41000
28,41000
28,48000
28,55000
28,65000
28,65000
28,65000
28,65000
28,65000
28,65000
28,65000
28,65000
28,65000
28,65000
28,70000
28,45000
28,45000
28,50000
28,50000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,60000
28,65000
28,65000
28,65000
28,65000
28,65000
28,65000
28,65000
28,65000
28,65000
28,65000
28,65000
28,65000
28,65000
28,65000
28,65000
28,70000
28,70397
28,70397
28,70397
28,70397
28,80000
28,80000
28,80000
28,80000
28,80000
28,60000
28,70000
28,70022
28,82944
28,77766
28,25000
28,25000
28,25000
28,25000
28,25000
28,25000
28,25000
28,25000
28,30000
28,30000
28,30000
28,30000
28,30000
28,30000
28,30000
28,30000
28,40000
28,43000
28,43000
28,40000
28,65000
28,150000
28,150000
28,150000
28,150000
28,150000
28,155000
28,155000
28,155000
28,155000
28,155000
28,175000
28,45000
28,45000
28,45000
28,45000
28,45000
28,45000
28,45000
28,90000
28,90000
28,55000
28,80000
28,82697
28,110000
28,110000
28,110000
28,110000
28,110000
28,70000
28,99747
28,99747
28,110000
28,110000
28,110000
28,110000
28,110000
28,110000
28,110000
28,110000
28,110000
28,110000
28,110000
28,110000
28,110000
28,110000
28,110000
28,110000
28,110000
28,110000
28,115920
28,115920
28,100000
28,100000
28,100000
28,100000
28,100000
28,105000
28,105000
28,105000
28,105000
28,105000
28,105000
28,105000
28,105000
28,105000
28,105000
28,105000
28,105000
28,105000
28,105000
28,105000
28,105000
28,105000
29,35000
29,35000
29,40000
29,40000
29,40000
29,40000
29,40000
29,40000
29,40000
29,40000
29,40000
29,45000
29,45000
29,50000
29,140000
29,140000
29,140000
29,140000
29,140000
29,140000
29,140000
29,140000
29,140000
29,140000
29,140000
29,120000
29,120000
29,120000
29,120000
29,130000
29,130000
29,130000
29,130000
29,130000
29,45000
29,45000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,60000
29,60000
29,60000
29,60000
29,60000
29,60000
29,60000
29,65000
29,85000
29,85000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,55000
29,65000
29,65000
29,65000
29,65000
29,65000
29,65000
29,65000
29,65000
29,65000
29,65000
29,65000
29,65000
29,65000
29,65000
29,90000
29,90000
29,90000
29,90000
29,90000
29,90000
29,90000
29,90000
29,90000
29,90000
29,90000
29,90000
29,90000
29,90000
29,90000
29,90000
29,90000
29,90000
29,90000
29,150000
29,70000
29,80000
29,80000
29,75000
29,91903
29,100358
29,103579
29,103579
29,103579
29,25000
29,25000
29,25000
29,25000
29,25000
29,25000
29,25000
29,25000
29,26000
29,26000
29,26000
29,26000
29,26000
29,26000
29,26000
29,26000
29,30000
29,30000
29,30000
29,30000
29,30000
29,30000
29,30000
29,30000
29,40000
29,40000
29,35000
29,150000
